yourlist:M20191118DA437993067D6F64326E5E763500BDED055040M	isomap:M20191118DA437993067D6F64326E5E763500BDED055040M	Entry	Entry name	Protein names	Gene ontology IDs	Gene ontology (GO)	Gene names
NM_021260	NM_021260 -> Q9HBF4-1	Q9HBF4	ZFYV1_HUMAN	Zinc finger FYVE domain-containing protein 1 (Double FYVE-containing protein 1) (SR3) (Tandem FYVE fingers-1)	GO:0000407; GO:0005545; GO:0005547; GO:0005776; GO:0005783; GO:0005795; GO:0008270; GO:0009267; GO:0010923; GO:0016236; GO:0043325; GO:0044233; GO:0048471; GO:0097629; GO:1990462	autophagosome [GO:0005776]; endoplasmic reticulum [GO:0005783]; extrinsic component of omegasome membrane [GO:0097629]; Golgi stack [GO:0005795]; mitochondria-associated endoplasmic reticulum membrane [GO:0044233]; omegasome [GO:1990462]; perinuclear region of cytoplasm [GO:0048471]; phagophore assembly site [GO:0000407]; 1-phosphatidylinositol binding [GO:0005545]; phosphatidylinositol-3,4,5-trisphosphate binding [GO:0005547]; phosphatidylinositol-3,4-bisphosphate binding [GO:0043325]; zinc ion binding [GO:0008270]; cellular response to starvation [GO:0009267]; macroautophagy [GO:0016236]; negative regulation of phosphatase activity [GO:0010923]	ZFYVE1 DFCP1 KIAA1589 TAFF1 ZNFN2A1 PP10436
NM_006157		K9UUD5	K9UUD5_HUMAN	NELL-1 protein short isoform	GO:0005509	calcium ion binding [GO:0005509]	NELL1
NM_006157	NM_006157 -> Q92832-1	Q92832	NELL1_HUMAN	Protein kinase C-binding protein NELL1 (NEL-like protein 1) (Nel-related protein 1)	GO:0005080; GO:0005509; GO:0005576; GO:0005635; GO:0005737; GO:0007399; GO:0008201; GO:0010468; GO:0030154; GO:0030501; GO:0033689; GO:0045669; GO:0048471; GO:1903363	cytoplasm [GO:0005737]; extracellular region [GO:0005576]; nuclear envelope [GO:0005635]; perinuclear region of cytoplasm [GO:0048471]; calcium ion binding [GO:0005509]; heparin binding [GO:0008201]; protein kinase C binding [GO:0005080]; cell differentiation [GO:0030154]; negative regulation of cellular protein catabolic process [GO:1903363]; negative regulation of osteoblast proliferation [GO:0033689]; nervous system development [GO:0007399]; positive regulation of bone mineralization [GO:0030501]; positive regulation of osteoblast differentiation [GO:0045669]; regulation of gene expression [GO:0010468]	NELL1 NRP1
NM_018040	NM_018040 -> Q9NW75-1	Q9NW75	GPTC2_HUMAN	G patch domain-containing protein 2	GO:0003676; GO:0005730; GO:0010923; GO:0016607	nuclear speck [GO:0016607]; nucleolus [GO:0005730]; nucleic acid binding [GO:0003676]; negative regulation of phosphatase activity [GO:0010923]	GPATCH2 GPATC2
NM_198503		A9LNM6	A9LNM6_HUMAN	Sodium activated potassium channel	GO:0016021; GO:0070089; GO:0097623	integral component of membrane [GO:0016021]; chloride-activated potassium channel activity [GO:0070089]; potassium ion export across plasma membrane [GO:0097623]	KCNT2
NM_198503	NM_198503 -> Q6UVM3-1	Q6UVM3	KCNT2_HUMAN	Potassium channel subfamily T member 2 (Sequence like an intermediate conductance potassium channel subunit) (Sodium and chloride-activated ATP-sensitive potassium channel Slo2.1)	GO:0005228; GO:0005524; GO:0005886; GO:0015271; GO:0016021; GO:0070089; GO:0097623	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; ATP binding [GO:0005524]; chloride-activated potassium channel activity [GO:0070089]; intracellular sodium activated potassium channel activity [GO:0005228]; outward rectifier potassium channel activity [GO:0015271]; potassium ion export across plasma membrane [GO:0097623]	KCNT2 SLICK
NM_019005		A0A024RA24	A0A024RA24_HUMAN	zinc_ribbon_16 domain-containing protein	GO:0005654; GO:0005829; GO:0030054	cell junction [GO:0030054]; cytosol [GO:0005829]; nucleoplasm [GO:0005654]	FLJ20323 hCG_19531
NM_019005	NM_019005 -> Q9NXC5-1	Q9NXC5	MIO_HUMAN	GATOR complex protein MIOS (Missing oocyte meiosis regulator homolog)	GO:0005654; GO:0005737; GO:0005765; GO:0005829; GO:0030054; GO:0032008; GO:0034198; GO:0034629; GO:0061700	cell junction [GO:0030054]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; GATOR2 complex [GO:0061700]; lysosomal membrane [GO:0005765]; nucleoplasm [GO:0005654]; cellular protein-containing complex localization [GO:0034629]; cellular response to amino acid starvation [GO:0034198]; positive regulation of TOR signaling [GO:0032008]	MIOS
NM_020923		N0DVB2	N0DVB2_HUMAN	Zinc finger DBF-type containing 2 vesion 1	GO:0003676; GO:0008270	nucleic acid binding [GO:0003676]; zinc ion binding [GO:0008270]	ZDBF2
NM_020923		Q9HCK1	ZDBF2_HUMAN	DBF4-type zinc finger-containing protein 2	GO:0003676; GO:0008270	nucleic acid binding [GO:0003676]; zinc ion binding [GO:0008270]	ZDBF2 KIAA1571
NM_018113		A0A024R0Y9	A0A024R0Y9_HUMAN	Limb region 1 homolog (Mouse)-like, isoform CRA_e (Limb region 1-like protein-like isoform 1)	GO:0005789; GO:0016021; GO:0030217; GO:0042098; GO:0060218; GO:0070231; GO:0090090	endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; hematopoietic stem cell differentiation [GO:0060218]; negative regulation of canonical Wnt signaling pathway [GO:0090090]; T cell apoptotic process [GO:0070231]; T cell differentiation [GO:0030217]; T cell proliferation [GO:0042098]	LMBR1L hCG_2010766
NM_018113	NM_018113 -> Q6UX01-1	Q6UX01	LMBRL_HUMAN	Protein LMBR1L (Limb region 1 protein homolog-like) (Lipocalin-1-interacting membrane receptor) (LIMR)	GO:0004888; GO:0005789; GO:0005886; GO:0005887; GO:0006898; GO:0007165; GO:0016055; GO:0030217; GO:0042098; GO:0060218; GO:0070231; GO:0090090	endoplasmic reticulum membrane [GO:0005789]; integral component of plasma membrane [GO:0005887]; plasma membrane [GO:0005886]; transmembrane signaling receptor activity [GO:0004888]; hematopoietic stem cell differentiation [GO:0060218]; negative regulation of canonical Wnt signaling pathway [GO:0090090]; receptor-mediated endocytosis [GO:0006898]; signal transduction [GO:0007165]; T cell apoptotic process [GO:0070231]; T cell differentiation [GO:0030217]; T cell proliferation [GO:0042098]; Wnt signaling pathway [GO:0016055]	LMBR1L KIAA1174 LIMR UNQ458/PRO783
NM_003861	NM_003861 -> Q96JK2-1	Q96JK2	DCAF5_HUMAN	DDB1- and CUL4-associated factor 5 (Breakpoint cluster region protein 2) (BCRP2) (WD repeat-containing protein 22)	GO:0005654; GO:0016567; GO:0043687; GO:0080008	Cul4-RING E3 ubiquitin ligase complex [GO:0080008]; nucleoplasm [GO:0005654]; post-translational protein modification [GO:0043687]; protein ubiquitination [GO:0016567]	DCAF5 BCRG2 KIAA1824 WDR22
NM_002976		Q01118	SCN7A_HUMAN	Sodium channel protein type 7 subunit alpha (Putative voltage-gated sodium channel subunit alpha Nax) (Sodium channel protein cardiac and skeletal muscle subunit alpha) (Sodium channel protein type VII subunit alpha)	GO:0001518; GO:0005244; GO:0005248; GO:0005886; GO:0006814; GO:0006936; GO:0009617; GO:0019228; GO:0030424; GO:0034765; GO:0035725; GO:0055078; GO:0086010; GO:0097386	axon [GO:0030424]; glial cell projection [GO:0097386]; plasma membrane [GO:0005886]; voltage-gated sodium channel complex [GO:0001518]; voltage-gated ion channel activity [GO:0005244]; voltage-gated sodium channel activity [GO:0005248]; membrane depolarization during action potential [GO:0086010]; muscle contraction [GO:0006936]; neuronal action potential [GO:0019228]; regulation of ion transmembrane transport [GO:0034765]; response to bacterium [GO:0009617]; sodium ion homeostasis [GO:0055078]; sodium ion transmembrane transport [GO:0035725]; sodium ion transport [GO:0006814]	SCN7A SCN6A
NM_006439		Q9Y586	MB212_HUMAN	Protein mab-21-like 2	GO:0001654; GO:0005634; GO:0005737; GO:0007399; GO:0008284; GO:0010172; GO:0043010	cytoplasm [GO:0005737]; nucleus [GO:0005634]; camera-type eye development [GO:0043010]; embryonic body morphogenesis [GO:0010172]; eye development [GO:0001654]; nervous system development [GO:0007399]; positive regulation of cell population proliferation [GO:0008284]	MAB21L2
NM_000081	NM_000081 -> Q99698-1	Q99698	LYST_HUMAN	Lysosomal-trafficking regulator (Beige homolog)	GO:0005737; GO:0007040; GO:0015031; GO:0015630; GO:0030595; GO:0032438; GO:0032510; GO:0033364; GO:0042267; GO:0042742; GO:0042832; GO:0043473; GO:0051607	cytoplasm [GO:0005737]; microtubule cytoskeleton [GO:0015630]; defense response to bacterium [GO:0042742]; defense response to protozoan [GO:0042832]; defense response to virus [GO:0051607]; endosome to lysosome transport via multivesicular body sorting pathway [GO:0032510]; leukocyte chemotaxis [GO:0030595]; lysosome organization [GO:0007040]; mast cell secretory granule organization [GO:0033364]; melanosome organization [GO:0032438]; natural killer cell mediated cytotoxicity [GO:0042267]; pigmentation [GO:0043473]; protein transport [GO:0015031]	LYST CHS CHS1
NM_138426		Q86VQ1	GLCI1_HUMAN	Glucocorticoid-induced transcript 1 protein	GO:0005737	cytoplasm [GO:0005737]	GLCCI1
NM_006336		A0A024R8B0	A0A024R8B0_HUMAN	Zyg-11 homolog B (C. elegans)-like, isoform CRA_b			ZYG11BL hCG_1788209
NM_006336		Q7Z7L7	ZER1_HUMAN	Protein zer-1 homolog (Hzyg) (Zyg-11 homolog B-like protein) (Zyg11b-like protein)	GO:0006515; GO:0031462; GO:0032436	Cul2-RING ubiquitin ligase complex [GO:0031462]; positive regulation of proteasomal ubiquitin-dependent protein catabolic process [GO:0032436]; protein quality control for misfolded or incompletely synthesized proteins [GO:0006515]	ZER1 C9orf60 ZYG ZYG11BL
NM_015078		Q86YR7	MF2L2_HUMAN	Probable guanine nucleotide exchange factor MCF2L2 (Dbs-related Rho family guanine nucleotide exchange factor) (MCF2-transforming sequence-like protein 2)	GO:0005089; GO:0035023	Rho guanyl-nucleotide exchange factor activity [GO:0005089]; regulation of Rho protein signal transduction [GO:0035023]	MCF2L2 DRG KIAA0861
NM_015642	NM_015642 -> Q9HC78-2	Q9HC78	ZBT20_HUMAN	Zinc finger and BTB domain-containing protein 20 (Dendritic-derived BTB/POZ zinc finger protein) (Zinc finger protein 288)	GO:0000977; GO:0001227; GO:0003677; GO:0005623; GO:0005634; GO:0005654; GO:0005737; GO:0016604; GO:0032728; GO:0032755; GO:0032760; GO:0044212; GO:0045821; GO:0046872; GO:0046889; GO:0055088; GO:0071333	cell [GO:0005623]; cytoplasm [GO:0005737]; nuclear body [GO:0016604]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; DNA binding [GO:0003677]; DNA-binding transcription repressor activity, RNA polymerase II-specific [GO:0001227]; metal ion binding [GO:0046872]; RNA polymerase II regulatory region sequence-specific DNA binding [GO:0000977]; transcription regulatory region DNA binding [GO:0044212]; cellular response to glucose stimulus [GO:0071333]; lipid homeostasis [GO:0055088]; positive regulation of glycolytic process [GO:0045821]; positive regulation of interferon-beta production [GO:0032728]; positive regulation of interleukin-6 production [GO:0032755]; positive regulation of lipid biosynthetic process [GO:0046889]; positive regulation of tumor necrosis factor production [GO:0032760]	ZBTB20 DPZF ZNF288
NM_001010897		Q8N6R1	SERP2_HUMAN	Stress-associated endoplasmic reticulum protein 2 (Ribosome-associated membrane protein RAMP4-2)	GO:0005789; GO:0006486; GO:0015031; GO:0016021; GO:0030968	endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; endoplasmic reticulum unfolded protein response [GO:0030968]; protein glycosylation [GO:0006486]; protein transport [GO:0015031]	SERP2 C13orf21
NM_019600	NM_019600 -> Q32MH5-1	Q32MH5	F214A_HUMAN	Protein FAM214A			FAM214A KIAA1370
NM_033502		Q05GC8	Q05GC8_HUMAN	Breast cancer anti-estrogen resistance 2 (Transcriptional-regulating factor 1)	GO:0001650; GO:0003677; GO:0005654; GO:0005829	cytosol [GO:0005829]; fibrillar center [GO:0001650]; nucleoplasm [GO:0005654]; DNA binding [GO:0003677]	TRERF1 BCAR2
NM_033502	NM_033502 -> Q96PN7-1	Q96PN7	TREF1_HUMAN	Transcriptional-regulating factor 1 (Breast cancer anti-estrogen resistance 2) (Transcriptional-regulating protein 132) (Zinc finger protein rapa) (Zinc finger transcription factor TReP-132)	GO:0000118; GO:0000981; GO:0001650; GO:0003700; GO:0003712; GO:0005634; GO:0005654; GO:0005667; GO:0005829; GO:0006694; GO:0006707; GO:0007275; GO:0008134; GO:0008301; GO:0030374; GO:0042592; GO:0044212; GO:0045893; GO:0046872; GO:0046885	cytosol [GO:0005829]; fibrillar center [GO:0001650]; histone deacetylase complex [GO:0000118]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; transcription factor complex [GO:0005667]; DNA binding, bending [GO:0008301]; DNA-binding transcription factor activity [GO:0003700]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; metal ion binding [GO:0046872]; nuclear receptor transcription coactivator activity [GO:0030374]; transcription coregulator activity [GO:0003712]; transcription factor binding [GO:0008134]; transcription regulatory region DNA binding [GO:0044212]; cholesterol catabolic process [GO:0006707]; homeostatic process [GO:0042592]; multicellular organism development [GO:0007275]; positive regulation of transcription, DNA-templated [GO:0045893]; regulation of hormone biosynthetic process [GO:0046885]; steroid biosynthetic process [GO:0006694]	TRERF1 BCAR2 RAPA TREP132
NM_000809		P48169	GBRA4_HUMAN	Gamma-aminobutyric acid receptor subunit alpha-4 (GABA(A) receptor subunit alpha-4)	GO:0004890; GO:0005237; GO:0005254; GO:0005886; GO:0005887; GO:0007165; GO:0007214; GO:0007268; GO:0007417; GO:0008503; GO:0022851; GO:0030054; GO:0032590; GO:0034220; GO:0034707; GO:0042391; GO:0043005; GO:0045202; GO:0050877; GO:0051932; GO:0060078; GO:0098794; GO:0098982; GO:0099060; GO:1902476; GO:1902711; GO:1904315; GO:2001023	cell junction [GO:0030054]; chloride channel complex [GO:0034707]; dendrite membrane [GO:0032590]; GABA-A receptor complex [GO:1902711]; GABA-ergic synapse [GO:0098982]; integral component of plasma membrane [GO:0005887]; integral component of postsynaptic specialization membrane [GO:0099060]; neuron projection [GO:0043005]; plasma membrane [GO:0005886]; postsynapse [GO:0098794]; synapse [GO:0045202]; benzodiazepine receptor activity [GO:0008503]; chloride channel activity [GO:0005254]; GABA-A receptor activity [GO:0004890]; GABA-gated chloride ion channel activity [GO:0022851]; inhibitory extracellular ligand-gated ion channel activity [GO:0005237]; transmitter-gated ion channel activity involved in regulation of postsynaptic membrane potential [GO:1904315]; central nervous system development [GO:0007417]; chemical synaptic transmission [GO:0007268]; chloride transmembrane transport [GO:1902476]; gamma-aminobutyric acid signaling pathway [GO:0007214]; ion transmembrane transport [GO:0034220]; nervous system process [GO:0050877]; regulation of membrane potential [GO:0042391]; regulation of postsynaptic membrane potential [GO:0060078]; regulation of response to drug [GO:2001023]; signal transduction [GO:0007165]; synaptic transmission, GABAergic [GO:0051932]	GABRA4
NM_000809		X5D7F5	X5D7F5_HUMAN	Gamma-aminobutyric acid A receptor alpha 4 isoform A (Fragment)	GO:0004890; GO:0006821; GO:0007214; GO:0007417; GO:0098982; GO:0099060; GO:1904315; GO:2001023	GABA-ergic synapse [GO:0098982]; integral component of postsynaptic specialization membrane [GO:0099060]; GABA-A receptor activity [GO:0004890]; transmitter-gated ion channel activity involved in regulation of postsynaptic membrane potential [GO:1904315]; central nervous system development [GO:0007417]; chloride transport [GO:0006821]; gamma-aminobutyric acid signaling pathway [GO:0007214]; regulation of response to drug [GO:2001023]	GABRA4
NM_144633	NM_144633 -> Q96L42-1	Q96L42	KCNH8_HUMAN	Potassium voltage-gated channel subfamily H member 8 (ELK1) (hElk1) (Ether-a-go-go-like potassium channel 3) (ELK channel 3) (ELK3) (Voltage-gated potassium channel subunit Kv12.1)	GO:0005249; GO:0005886; GO:0005887; GO:0034765; GO:0042391; GO:0071805	integral component of plasma membrane [GO:0005887]; plasma membrane [GO:0005886]; voltage-gated potassium channel activity [GO:0005249]; potassium ion transmembrane transport [GO:0071805]; regulation of ion transmembrane transport [GO:0034765]; regulation of membrane potential [GO:0042391]	KCNH8
NM_001128615	NM_001128615 -> Q9NR81-2	Q9NR81	ARHG3_HUMAN	Rho guanine nucleotide exchange factor 3 (Exchange factor found in platelets and leukemic and neuronal tissues) (XPLN)	GO:0005089; GO:0005622; GO:0005829; GO:0007186; GO:0007266; GO:0035023; GO:0043065; GO:0051056	cytosol [GO:0005829]; intracellular [GO:0005622]; Rho guanyl-nucleotide exchange factor activity [GO:0005089]; G protein-coupled receptor signaling pathway [GO:0007186]; positive regulation of apoptotic process [GO:0043065]; regulation of Rho protein signal transduction [GO:0035023]; regulation of small GTPase mediated signal transduction [GO:0051056]; Rho protein signal transduction [GO:0007266]	ARHGEF3
NM_018328	NM_018328 -> Q9P267-1	Q9P267	MBD5_HUMAN	Methyl-CpG-binding domain protein 5 (Methyl-CpG-binding protein MBD5)	GO:0003682; GO:0005634; GO:0005654; GO:0007399; GO:0010369; GO:0016579; GO:0030496; GO:0040014; GO:0042593; GO:0050795; GO:0060399; GO:0070062	chromocenter [GO:0010369]; extracellular exosome [GO:0070062]; midbody [GO:0030496]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; chromatin binding [GO:0003682]; glucose homeostasis [GO:0042593]; nervous system development [GO:0007399]; positive regulation of growth hormone receptor signaling pathway [GO:0060399]; protein deubiquitination [GO:0016579]; regulation of behavior [GO:0050795]; regulation of multicellular organism growth [GO:0040014]	MBD5 KIAA1461
