Entry	Entry name	Protein names	Gene ontology IDs	Gene ontology (GO)	Gene names
A0A1S3RF49	A0A1S3RF49_SALSA	uncharacterized protein LOC106602685 isoform X12	GO:0016021	integral component of membrane [GO:0016021]	LOC106602685
A0A1S3RF51	A0A1S3RF51_SALSA	uncharacterized protein LOC106602685 isoform X10	GO:0016021	integral component of membrane [GO:0016021]	LOC106602685
A0A1S3RF54	A0A1S3RF54_SALSA	butyrophilin subfamily 1 member A1-like isoform X15	GO:0016021	integral component of membrane [GO:0016021]	LOC106602685
A0A1S3RFI4	A0A1S3RFI4_SALSA	uncharacterized protein LOC106602685 isoform X5	GO:0016021	integral component of membrane [GO:0016021]	LOC106602685
A0A1S3RFI7	A0A1S3RFI7_SALSA	uncharacterized protein LOC106602685 isoform X8	GO:0016021	integral component of membrane [GO:0016021]	LOC106602685
A0A1S3RFJ1	A0A1S3RFJ1_SALSA	uncharacterized protein LOC106602685 isoform X13	GO:0016021	integral component of membrane [GO:0016021]	LOC106602685
A0A1S3RGE9	A0A1S3RGE9_SALSA	uncharacterized protein LOC106602685 isoform X1	GO:0016021	integral component of membrane [GO:0016021]	LOC106602685
A0A1S3RGF5	A0A1S3RGF5_SALSA	uncharacterized protein LOC106602685 isoform X6	GO:0016021	integral component of membrane [GO:0016021]	LOC106602685
A0A1S3RGG0	A0A1S3RGG0_SALSA	uncharacterized protein LOC106602685 isoform X9	GO:0016021	integral component of membrane [GO:0016021]	LOC106602685
A0A1S3RGG5	A0A1S3RGG5_SALSA	uncharacterized protein LOC106602685 isoform X14	GO:0016021	integral component of membrane [GO:0016021]	LOC106602685
A0A1S3RGM1	A0A1S3RGM1_SALSA	uncharacterized protein LOC106602685 isoform X3	GO:0016021	integral component of membrane [GO:0016021]	LOC106602685
A0A1S3RGN0	A0A1S3RGN0_SALSA	uncharacterized protein LOC106602685 isoform X11	GO:0016021	integral component of membrane [GO:0016021]	LOC106602685
A0A1S3RGH0	A0A1S3RGH0_SALSA	plasma protease C1 inhibitor-like	GO:0004867; GO:0005615; GO:0008233; GO:0030193; GO:0045916	extracellular space [GO:0005615]; peptidase activity [GO:0008233]; serine-type endopeptidase inhibitor activity [GO:0004867]; negative regulation of complement activation [GO:0045916]; regulation of blood coagulation [GO:0030193]	LOC106602690
A0A1S3RGU1	A0A1S3RGU1_SALSA	F-box only protein 41-like			LOC106602765
A0A1S3RH09	A0A1S3RH09_SALSA	protocadherin-23	GO:0005509; GO:0005886; GO:0007156; GO:0016021	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; calcium ion binding [GO:0005509]; homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156]	dchs2
A0A1S3RFF7	A0A1S3RFF7_SALSA	translation initiation factor IF-2-like	GO:0003743	translation initiation factor activity [GO:0003743]	LOC106602737
A0A1S3RFA8	A0A1S3RFA8_SALSA	uncharacterized protein LOC106602714			LOC106602714
A0A1S3RGL3	A0A1S3RGL3_SALSA	microsomal triglyceride transfer protein large subunit-like	GO:0005548	phospholipid transporter activity [GO:0005548]	LOC106602715
A0A1S3RFR4	A0A1S3RFR4_SALSA	Perilipin			LOC106602803
A0A1S3RFR5	A0A1S3RFR5_SALSA	Perilipin			LOC106602803
A0A1S3RH90	A0A1S3RH90_SALSA	Perilipin			LOC106602803
A0A1S3RFW8	A0A1S3RFW8_SALSA	Claudin	GO:0005198; GO:0005886; GO:0005923; GO:0016021	bicellular tight junction [GO:0005923]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; structural molecule activity [GO:0005198]	cldn7
A0A1S3RGB1	A0A1S3RGB1_SALSA	vitronectin-like	GO:0005044; GO:0006955; GO:0030247	polysaccharide binding [GO:0030247]; scavenger receptor activity [GO:0005044]; immune response [GO:0006955]	LOC106602848
A0A1S3RG27	A0A1S3RG27_SALSA	uncharacterized protein LOC106602857 isoform X1			LOC106602857
A0A1S3RG62	A0A1S3RG62_SALSA	uncharacterized protein LOC106602857 isoform X3			LOC106602857
A0A1S3RHN0	A0A1S3RHN0_SALSA	uncharacterized protein LOC106602857 isoform X2			LOC106602857
A0A1S3RGA7	A0A1S3RGA7_SALSA	junctional adhesion molecule A-like	GO:0007155; GO:0016021	integral component of membrane [GO:0016021]; cell adhesion [GO:0007155]	LOC106602884
A0A1S3RHY1	A0A1S3RHY1_SALSA	Claudin	GO:0005198; GO:0005886; GO:0005923; GO:0016021	bicellular tight junction [GO:0005923]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; structural molecule activity [GO:0005198]	LOC106602911
A0A1S3RH29	A0A1S3RH29_SALSA	Claudin	GO:0005198; GO:0005886; GO:0005923; GO:0016021	bicellular tight junction [GO:0005923]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; structural molecule activity [GO:0005198]	LOC106603003
A0A1S3RGM5	A0A1S3RGM5_SALSA	putative bifunctional UDP-N-acetylglucosamine transferase and deubiquitinase ALG13 isoform X4	GO:0006488; GO:0016740	transferase activity [GO:0016740]; dolichol-linked oligosaccharide biosynthetic process [GO:0006488]	LOC106602945
A0A1S3RGU2	A0A1S3RGU2_SALSA	putative bifunctional UDP-N-acetylglucosamine transferase and deubiquitinase ALG13 isoform X2	GO:0006488; GO:0016740	transferase activity [GO:0016740]; dolichol-linked oligosaccharide biosynthetic process [GO:0006488]	LOC106602945
A0A1S3RHY2	A0A1S3RHY2_SALSA	putative bifunctional UDP-N-acetylglucosamine transferase and deubiquitinase ALG13 isoform X3	GO:0006488; GO:0016740	transferase activity [GO:0016740]; dolichol-linked oligosaccharide biosynthetic process [GO:0006488]	LOC106602945
A0A1S3RI58	A0A1S3RI58_SALSA	putative bifunctional UDP-N-acetylglucosamine transferase and deubiquitinase ALG13 isoform X1	GO:0016740	transferase activity [GO:0016740]	LOC106602945
A0A1S3RI61	A0A1S3RI61_SALSA	putative bifunctional UDP-N-acetylglucosamine transferase and deubiquitinase ALG13 isoform X5	GO:0016740	transferase activity [GO:0016740]	LOC106602945
A0A1S3RGR9	A0A1S3RGR9_SALSA	phosphatidylinositol-binding clathrin assembly protein-like isoform X2	GO:0005545; GO:0030136; GO:0030276; GO:0048268	clathrin-coated vesicle [GO:0030136]; 1-phosphatidylinositol binding [GO:0005545]; clathrin binding [GO:0030276]; clathrin coat assembly [GO:0048268]	LOC106602958
A0A1S3RGS9	A0A1S3RGS9_SALSA	phosphatidylinositol-binding clathrin assembly protein-like isoform X5	GO:0005545; GO:0030136; GO:0030276; GO:0048268	clathrin-coated vesicle [GO:0030136]; 1-phosphatidylinositol binding [GO:0005545]; clathrin binding [GO:0030276]; clathrin coat assembly [GO:0048268]	LOC106602958
A0A1S3RGX4	A0A1S3RGX4_SALSA	phosphatidylinositol-binding clathrin assembly protein-like isoform X3	GO:0005545; GO:0030136; GO:0030276; GO:0048268	clathrin-coated vesicle [GO:0030136]; 1-phosphatidylinositol binding [GO:0005545]; clathrin binding [GO:0030276]; clathrin coat assembly [GO:0048268]	LOC106602958
A0A1S3RI17	A0A1S3RI17_SALSA	phosphatidylinositol-binding clathrin assembly protein-like isoform X4	GO:0005545; GO:0030136; GO:0030276; GO:0048268	clathrin-coated vesicle [GO:0030136]; 1-phosphatidylinositol binding [GO:0005545]; clathrin binding [GO:0030276]; clathrin coat assembly [GO:0048268]	LOC106602958
A0A1S3RI86	A0A1S3RI86_SALSA	phosphatidylinositol-binding clathrin assembly protein-like isoform X1	GO:0005545; GO:0030136; GO:0030276; GO:0048268	clathrin-coated vesicle [GO:0030136]; 1-phosphatidylinositol binding [GO:0005545]; clathrin binding [GO:0030276]; clathrin coat assembly [GO:0048268]	LOC106602958
A0A1S3RGR3	A0A1S3RGR3_SALSA	Phosphorylase b kinase regulatory subunit	GO:0005516; GO:0005886; GO:0005977; GO:0016301	plasma membrane [GO:0005886]; calmodulin binding [GO:0005516]; kinase activity [GO:0016301]; glycogen metabolic process [GO:0005977]	LOC106602956
A0A1S3RIB5	A0A1S3RIB5_SALSA	coagulation factor IX	GO:0004252; GO:0005509; GO:0005576; GO:0007596	extracellular region [GO:0005576]; calcium ion binding [GO:0005509]; serine-type endopeptidase activity [GO:0004252]; blood coagulation [GO:0007596]	f9
A0A1S3RH23	A0A1S3RH23_SALSA	complement factor B-like	GO:0004252; GO:0005576; GO:0006956	extracellular region [GO:0005576]; serine-type endopeptidase activity [GO:0004252]; complement activation [GO:0006956]	LOC106602980
A0A1S3RHC0	A0A1S3RHC0_SALSA	MAP7 domain-containing protein 2-like isoform X4	GO:0000226; GO:0015630	microtubule cytoskeleton [GO:0015630]; microtubule cytoskeleton organization [GO:0000226]	LOC106603067
A0A1S3RHE1	A0A1S3RHE1_SALSA	MAP7 domain-containing protein 2-like isoform X2	GO:0000226; GO:0015630	microtubule cytoskeleton [GO:0015630]; microtubule cytoskeleton organization [GO:0000226]	LOC106603067
A0A1S3RHI4	A0A1S3RHI4_SALSA	MAP7 domain-containing protein 2-like isoform X5	GO:0000226; GO:0015630	microtubule cytoskeleton [GO:0015630]; microtubule cytoskeleton organization [GO:0000226]	LOC106603067
A0A1S3RIK2	A0A1S3RIK2_SALSA	MAP7 domain-containing protein 2-like isoform X1	GO:0000226; GO:0015630	microtubule cytoskeleton [GO:0015630]; microtubule cytoskeleton organization [GO:0000226]	LOC106603067
A0A1S3RIK7	A0A1S3RIK7_SALSA	MAP7 domain-containing protein 2-like isoform X6	GO:0000226; GO:0015630	microtubule cytoskeleton [GO:0015630]; microtubule cytoskeleton organization [GO:0000226]	LOC106603067
A0A1S3RIQ8	A0A1S3RIQ8_SALSA	MAP7 domain-containing protein 2-like isoform X3	GO:0000226; GO:0015630	microtubule cytoskeleton [GO:0015630]; microtubule cytoskeleton organization [GO:0000226]	LOC106603067
A0A1S3RHG4	A0A1S3RHG4_SALSA	rho GTPase-activating protein 11A-like isoform X3	GO:0007165	signal transduction [GO:0007165]	LOC106603087
A0A1S3RHI7	A0A1S3RHI7_SALSA	uncharacterized protein LOC106603087 isoform X1	GO:0007165	signal transduction [GO:0007165]	LOC106603087
A0A1S3RHN8	A0A1S3RHN8_SALSA	uncharacterized protein LOC106603087 isoform X4	GO:0007165	signal transduction [GO:0007165]	LOC106603087
A0A1S3RIS5	A0A1S3RIS5_SALSA	uncharacterized protein LOC106603087 isoform X5	GO:0007165	signal transduction [GO:0007165]	LOC106603087
A0A1S3RIT8	A0A1S3RIT8_SALSA	uncharacterized protein LOC106603087 isoform X2	GO:0007165	signal transduction [GO:0007165]	LOC106603087
A0A1S3RIB6	A0A1S3RIB6_SALSA	Claudin	GO:0005198; GO:0005886; GO:0005923; GO:0016021	bicellular tight junction [GO:0005923]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; structural molecule activity [GO:0005198]	LOC106603209
A0A1S3RJN9	A0A1S3RJN9_SALSA	histamine H2 receptor-like	GO:0004930; GO:0016021	integral component of membrane [GO:0016021]; G protein-coupled receptor activity [GO:0004930]	LOC106603215
A0A1S3RJ86	A0A1S3RJ86_SALSA	relaxin receptor 1-like isoform X1	GO:0004930; GO:0016021	integral component of membrane [GO:0016021]; G protein-coupled receptor activity [GO:0004930]	LOC106603307
A0A1S3RKD2	A0A1S3RKD2_SALSA	relaxin receptor 1-like isoform X2	GO:0004930; GO:0016021	integral component of membrane [GO:0016021]; G protein-coupled receptor activity [GO:0004930]	LOC106603307
A0A1S3RJD1	A0A1S3RJD1_SALSA	nectin-3-like protein isoform X2	GO:0005911; GO:0007155; GO:0007286; GO:0016021; GO:0042803; GO:0050839	cell-cell junction [GO:0005911]; integral component of membrane [GO:0016021]; cell adhesion molecule binding [GO:0050839]; protein homodimerization activity [GO:0042803]; cell adhesion [GO:0007155]; spermatid development [GO:0007286]	LOC106603344
A0A1S3RKN5	A0A1S3RKN5_SALSA	nectin-3-like protein isoform X1	GO:0005911; GO:0007155; GO:0007286; GO:0016021; GO:0042803; GO:0050839	cell-cell junction [GO:0005911]; integral component of membrane [GO:0016021]; cell adhesion molecule binding [GO:0050839]; protein homodimerization activity [GO:0042803]; cell adhesion [GO:0007155]; spermatid development [GO:0007286]	LOC106603344
A0A1S3RJF5	A0A1S3RJF5_SALSA	transmembrane protease serine 4-like	GO:0004252; GO:0005044; GO:0016021	integral component of membrane [GO:0016021]; scavenger receptor activity [GO:0005044]; serine-type endopeptidase activity [GO:0004252]	LOC106603365
A0A1S3RJK1	A0A1S3RJK1_SALSA	neuroligin-3-like isoform X1	GO:0005887; GO:0007155; GO:0042043; GO:0045202; GO:0050804; GO:0050808	integral component of plasma membrane [GO:0005887]; synapse [GO:0045202]; neurexin family protein binding [GO:0042043]; cell adhesion [GO:0007155]; modulation of chemical synaptic transmission [GO:0050804]; synapse organization [GO:0050808]	LOC106603382
A0A1S3RJK6	A0A1S3RJK6_SALSA	neuroligin-3-like isoform X5	GO:0005887; GO:0007155; GO:0042043; GO:0045202; GO:0050804; GO:0050808	integral component of plasma membrane [GO:0005887]; synapse [GO:0045202]; neurexin family protein binding [GO:0042043]; cell adhesion [GO:0007155]; modulation of chemical synaptic transmission [GO:0050804]; synapse organization [GO:0050808]	LOC106603382
A0A1S3RJM9	A0A1S3RJM9_SALSA	neuroligin-3-like isoform X4	GO:0005887; GO:0007155; GO:0042043; GO:0045202; GO:0050804; GO:0050808	integral component of plasma membrane [GO:0005887]; synapse [GO:0045202]; neurexin family protein binding [GO:0042043]; cell adhesion [GO:0007155]; modulation of chemical synaptic transmission [GO:0050804]; synapse organization [GO:0050808]	LOC106603382
A0A1S3RJN0	A0A1S3RJN0_SALSA	neuroligin-3-like isoform X2	GO:0016021; GO:0042043	integral component of membrane [GO:0016021]; neurexin family protein binding [GO:0042043]	LOC106603382
A0A1S3RKX2	A0A1S3RKX2_SALSA	neuroligin-3-like isoform X3	GO:0016021; GO:0042043	integral component of membrane [GO:0016021]; neurexin family protein binding [GO:0042043]	LOC106603382
A0A1S3RMB9	A0A1S3RMB9_SALSA	Sodium/potassium-transporting ATPase subunit beta	GO:0005890; GO:0006813; GO:0006814	sodium:potassium-exchanging ATPase complex [GO:0005890]; potassium ion transport [GO:0006813]; sodium ion transport [GO:0006814]	LOC106603606
A0A1S3RM62	A0A1S3RM62_SALSA	alpha-2-antiplasmin-like	GO:0005615	extracellular space [GO:0005615]	LOC106603572
A0A1S3RKM8	A0A1S3RKM8_SALSA	diacylglycerol O-acyltransferase 2-like isoform X1	GO:0016021; GO:0016747	integral component of membrane [GO:0016021]; transferase activity, transferring acyl groups other than amino-acyl groups [GO:0016747]	LOC106603538
A0A1S3RKR2	A0A1S3RKR2_SALSA	diacylglycerol O-acyltransferase 2-like isoform X2	GO:0016021; GO:0016747	integral component of membrane [GO:0016021]; transferase activity, transferring acyl groups other than amino-acyl groups [GO:0016747]	LOC106603538
A0A1S3RLG4	A0A1S3RLG4_SALSA	pannexin-3-like isoform X2	GO:0006812; GO:0015267; GO:0016021; GO:0050716	integral component of membrane [GO:0016021]; channel activity [GO:0015267]; cation transport [GO:0006812]; positive regulation of interleukin-1 secretion [GO:0050716]	LOC106603665
A0A1S3RMN9	A0A1S3RMN9_SALSA	Pannexin	GO:0005886; GO:0005921; GO:0006812; GO:0015267; GO:0016021; GO:0050716	gap junction [GO:0005921]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; channel activity [GO:0015267]; cation transport [GO:0006812]; positive regulation of interleukin-1 secretion [GO:0050716]	LOC106603665 PANX
A0A1S3RLE8	A0A1S3RLE8_SALSA	heparin cofactor 2-like	GO:0005615	extracellular space [GO:0005615]	LOC106603687
A0A1S3RM50	A0A1S3RM50_SALSA	sphingolipid delta(4)-desaturase/C4-hydroxylase DES2-like	GO:0005789; GO:0016021; GO:0030148; GO:0042284	endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; sphingolipid delta-4 desaturase activity [GO:0042284]; sphingolipid biosynthetic process [GO:0030148]	LOC106603795
A0A1S3RPF2	A0A1S3RPF2_SALSA	forkhead box protein I1-ema-like	GO:0003700; GO:0005634; GO:0043565	nucleus [GO:0005634]; DNA-binding transcription factor activity [GO:0003700]; sequence-specific DNA binding [GO:0043565]	LOC106603898
A0A1S3RPP6	A0A1S3RPP6_SALSA	oocyte-specific histone RNA stem-loop-binding protein 2-like	GO:0003729	mRNA binding [GO:0003729]	LOC106603940
B5XB48	B5XB48_SALSA	Fatty acid binding protein 6 (Gastrotropin) (gastrotropin-like)	GO:0008289	lipid binding [GO:0008289]	FABP6 fabp6 LOC106603912
B5X472	B5X472_SALSA	4-hydroxyphenylpyruvate dioxygenase	GO:0003868; GO:0004462; GO:0009072; GO:0046872	4-hydroxyphenylpyruvate dioxygenase activity [GO:0003868]; lactoylglutathione lyase activity [GO:0004462]; metal ion binding [GO:0046872]; aromatic amino acid family metabolic process [GO:0009072]	HPPD hpd hppd
A0A1S3RN82	A0A1S3RN82_SALSA	uncharacterized protein LOC106603984	GO:0005525	GTP binding [GO:0005525]	LOC106603984
A0A1S3RQ70	A0A1S3RQ70_SALSA	UDP-glucuronosyltransferase (EC 2.4.1.17)	GO:0015020; GO:0016021	integral component of membrane [GO:0016021]; glucuronosyltransferase activity [GO:0015020]	LOC106604038
A0A1S3RNF8	A0A1S3RNF8_SALSA	Importin subunit alpha	GO:0005634; GO:0005737; GO:0006606; GO:0061608	cytoplasm [GO:0005737]; nucleus [GO:0005634]; nuclear import signal receptor activity [GO:0061608]; protein import into nucleus [GO:0006606]	LOC106604053
A0A1S3RP43	A0A1S3RP43_SALSA	protocadherin Fat 2-like	GO:0005509; GO:0005886; GO:0007156; GO:0016021	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; calcium ion binding [GO:0005509]; homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156]	LOC106604189
A0A1S3RQS5	A0A1S3RQS5_SALSA	growth/differentiation factor 9-like isoform X1	GO:0005576; GO:0008083	extracellular region [GO:0005576]; growth factor activity [GO:0008083]	LOC106604233
A0A1S3RR34	A0A1S3RR34_SALSA	growth/differentiation factor 9-like isoform X2	GO:0005576; GO:0008083	extracellular region [GO:0005576]; growth factor activity [GO:0008083]	LOC106604233
A0A1S3RP96	A0A1S3RP96_SALSA	E3 ubiquitin-protein ligase SH3RF1-like isoform X1	GO:0016874; GO:0046328; GO:0061630	ligase activity [GO:0016874]; ubiquitin protein ligase activity [GO:0061630]; regulation of JNK cascade [GO:0046328]	LOC106604221
A0A1S3RPA1	A0A1S3RPA1_SALSA	SH3 domain-containing RING finger protein 3-like isoform X5	GO:0006915; GO:0046328	apoptotic process [GO:0006915]; regulation of JNK cascade [GO:0046328]	LOC106604221
A0A1S3RPF6	A0A1S3RPF6_SALSA	putative E3 ubiquitin-protein ligase SH3RF2 isoform X3	GO:0046328; GO:0061630	ubiquitin protein ligase activity [GO:0061630]; regulation of JNK cascade [GO:0046328]	LOC106604221
A0A1S3RQP8	A0A1S3RQP8_SALSA	putative E3 ubiquitin-protein ligase SH3RF2 isoform X2	GO:0046328; GO:0061630	ubiquitin protein ligase activity [GO:0061630]; regulation of JNK cascade [GO:0046328]	LOC106604221
A0A1S3RR06	A0A1S3RR06_SALSA	putative E3 ubiquitin-protein ligase SH3RF2 isoform X4	GO:0046328; GO:0061630	ubiquitin protein ligase activity [GO:0061630]; regulation of JNK cascade [GO:0046328]	LOC106604221
A0A1S3RPF8	A0A1S3RPF8_SALSA	FH2 domain-containing protein 1-like			LOC106604256
A0A1S3RR48	A0A1S3RR48_SALSA	sterol-4-alpha-carboxylate 3-dehydrogenase, decarboxylating-like	GO:0003854; GO:0006694; GO:0016021	integral component of membrane [GO:0016021]; 3-beta-hydroxy-delta5-steroid dehydrogenase activity [GO:0003854]; steroid biosynthetic process [GO:0006694]	LOC106604248
A0A1S3RPN2	A0A1S3RPN2_SALSA	homeobox protein MSX-2-like isoform X2	GO:0005634; GO:0006355; GO:0043565	nucleus [GO:0005634]; sequence-specific DNA binding [GO:0043565]; regulation of transcription, DNA-templated [GO:0006355]	LOC106604306
A0A1S3RPN4	A0A1S3RPN4_SALSA	homeobox protein MSX-2-like isoform X1	GO:0005634; GO:0006355; GO:0043565	nucleus [GO:0005634]; sequence-specific DNA binding [GO:0043565]; regulation of transcription, DNA-templated [GO:0006355]	LOC106604306
A0A1S3RPK8	A0A1S3RPK8_SALSA	stanniocalcin-2-like	GO:0005179; GO:0005576	extracellular region [GO:0005576]; hormone activity [GO:0005179]	LOC106604295
